,establishment,inspection_date,sector,district,total_score,link,zip_code,address_and_zip,address,separated_address,house_numbers,trimmed_name,split_address,clean_address
96,b & s mobile catering & vending supplies,2019-01-04,36,D,98,Link,78221,"2805 commercial av san antonio, tx 782212004",2805 commercial av ,"['2805', 'commercial', 'av']",2805,b & s mobile catering & vending supplies,commercial av,commercial
97,big hops @ bridge,2019-01-04,19,C,99,Link,78215,"306 austin st san antonio, tx 782151531",306 austin st ,"['306', 'austin', 'st']",306,big hops @ bridge,austin st,austin
98,bw premier historic travelers hotel,2019-01-04,19,C,96,Link,78205,"220 broadway san antonio, tx 782051924",220 broadway ,"['220', 'broadway']",220,bw premier historic travelers hotel,broadway,broadway
99,cafe alameda,2019-01-04,27,C,93,Link,78205,"342 houston st w san antonio, tx 782050",342 houston st w ,"['342', 'houston', 'st', 'w']",342,cafe alameda,houston st w,houston
100,centro naturista de nutricion & salud,2019-01-04,26,C,100,Link,78214,"5656 ih 35 s san antonio, tx 782140",5656 ih 35 s ,"['5656', 'ih', '35', 's']",5656,centro naturist  nutrici & salud,ih 35 s,ih 35
101,chaparritas mexican restaurant & catering,2019-01-04,5,A,94,Link,78250,"7350 tezel rd san antonio, tx 782503583",7350 tezel rd ,"['7350', 'tezel', 'rd']",7350,chaparritas mexic restaurant & catering,tezel rd,tezel
102,creamery at south park,2019-01-04,36,D,97,Link,78224,"2310 military dr sw san antonio, tx 782241407",2310 military dr sw ,"['2310', 'military', 'dr', 'sw']",2310,creamery at south park,military dr sw,militaryw
103,culebra meat market #9,2019-01-04,5,A,91,Link,78250,"7605 tezel rd san antonio, tx 782503574",7605 tezel rd ,"['7605', 'tezel', 'rd']",7605,culebr meat market #9,tezel rd,tezel
104,howdy shell,2019-01-04,17,B,93,Link,78233,"5106 randolph bv san antonio, tx 782336205",5106 randolph bv ,"['5106', 'randolph', 'bv']",5106,howdy shell,randolph bv,randolph
105,hyatt place san antonio riverwalk,2019-01-04,27,C,97,Link,78205,"601 st marys s san antonio, tx 782050",601 st marys s ,"['601', 'st', 'marys', 's']",601,hyatt place s antonio riverwalk,st marys s,st marys
106,jesmas mexican restaurant,2019-01-04,24,C,92,Link,78210,"1722 rigsby av san antonio, tx 782103217",1722 rigsby av ,"['1722', 'rigsby', 'av']",1722,jesmas mexic restaurant,rigsby av,rigsby
107,la cabana de jalisco,2019-01-04,18,B,93,Link,78212,"727 hildebrand w san antonio, tx 782122125",727 hildebrand w ,"['727', 'hildebrand', 'w']",727,l caban  jalisco,hildebrand w,hildebrand
108,la crawfish,2019-01-04,18,B,96,Link,78218,"1518 austin hwy san antonio, tx 7821858",1518 austin hwy ,"['1518', 'austin', 'hwy']",1518,l crawfish,austin hwy,austin hwy
109,la quinta inn & suites,2019-01-04,27,C,95,Link,78204,"100 durango st w san antonio, tx 782040",100 durango st w ,"['100', 'durango', 'st', 'w']",100,l quint inn & suites,durango st w,durango
110,la quinta motor inn #567,2019-01-04,27,C,91,Link,78207,"900 dolorosa san antonio, tx 782074540",900 dolorosa ,"['900', 'dolorosa']",900,l quint motor inn #567,dolorosa,dolorosa
111,landrys seafood house,2019-01-04,22,C,90,Link,78205,"517 presa st n san antonio, tx 782052646",517 presa st n ,"['517', 'presa', 'st', 'n']",517,landrys seafood house,presa st n,presa
112,las palmas restaurant,2019-01-04,26,C,97,Link,78214,"2911 roosevelt av san antonio, tx 782142334",2911 roosevelt av ,"['2911', 'roosevelt', 'av']",2911, palmas restaurant,roosevelt av,roosevelt
113,lins international buffet,2019-01-04,36,D,91,Link,78224,"7863 ih 35 s san antonio, tx 782242205",7863 ih 35 s ,"['7863', 'ih', '35', 's']",7863,lins international buffet,ih 35 s,ih 35
114,manola's thai & vietnamese cuisine,2019-01-04,13,B,75,Link,78216,"7212 blanco rd san antonio, tx 782164901",7212 blanco rd ,"['7212', 'blanco', 'rd']",7212,manola's thai & vietnamese cuisine,blanco rd,blanco
115,mr. ok's kitchen,2019-01-04,17,B,96,Link,78218,"4403 rittiman rd san antonio, tx 782184346",4403 rittiman rd ,"['4403', 'rittiman', 'rd']",4403,mr. ok's kitchen,rittiman rd,rittiman
116,new asia chinese restaurant,2019-01-04,1,A,94,Link,78240,"7530 bandera rd san antonio, tx 782401267",7530 bandera rd ,"['7530', 'bandera', 'rd']",7530,new asi chinese restaurant,bandera rd,bandera
117,onlive hall fame cafe,2019-01-04,20,C,100,Link,78202,"2404 houston st e san antonio, tx 78202",2404 houston st e ,"['2404', 'houston', 'st', 'e']",2404,onlive hall fame cafe,houston st e,houston
118,orange leaf,2019-01-04,18,B,95,Link,78209,"118 mt calvary dr san antonio, tx 782090",118 mt calvary dr ,"['118', 'mt', 'calvary', 'dr']",118,orange leaf,mt calvary dr,mt calvary
119,paesanos riverwalk,2019-01-04,22,C,86,Link,78205,"111 crockett st w san antonio, tx 782050",111 crockett st w ,"['111', 'crockett', 'st', 'w']",111,paesanos riverwalk,crockett st w,crockett
120,pho hung cuong,2019-01-04,1,A,93,Link,78228,"4788 loop 410 nw san antonio, tx 782285128",4788 loop 410 nw ,"['4788', 'loop', '410', 'nw']",4788,pho hung cuong,loop 410 nw,loop 410w
121,red lobster #6363,2019-01-04,36,D,97,Link,78224,"7835 ih 35 s san antonio, tx 782240",7835 ih 35 s ,"['7835', 'ih', '35', 's']",7835,red lobster #6363,ih 35 s,ih 35
122,romes pizza,2019-01-04,3,A,100,Link,78249,"5999 de zavala rd san antonio, tx 782492236",5999 de zavala rd ,"['5999', 'de', 'zavala', 'rd']",5999,romes pizza,de zavala rd,de zavala
123,san antonio food bank,2019-01-04,28,D,100,Link,78207,"1 haven for hope san antonio, tx 782070",1 haven for hope ,"['1', 'haven', 'for', 'hope']",1,s antonio food bank,haven for hope,haven for hope
124,st vinnys bistro,2019-01-04,28,D,97,Link,78207,"1 haven for hope san antonio, tx 782070",1 haven for hope ,"['1', 'haven', 'for', 'hope']",1,st vinnys bistro,haven for hope,haven for hope
125,subway #51416,2019-01-04,27,C,97,Link,78210,"1315 st marys s san antonio, tx 782101225",1315 st marys s ,"['1315', 'st', 'marys', 's']",1315,subway #51416,st marys s,st marys
126,taqueria guanajuato,2019-01-04,17,B,72,Link,78233,"5567 randolph bv san antonio, tx 782336115",5567 randolph bv ,"['5567', 'randolph', 'bv']",5567,taqueri guanajuato,randolph bv,randolph
127,the district,2019-01-04,19,C,100,Link,78215,"2424 broadway san antonio, tx 78215",2424 broadway ,"['2424', 'broadway']",2424, district,broadway,broadway
128,the magik theater,2019-01-04,22,C,92,Link,78205,"420 alamo st s san antonio, tx 78205",420 alamo st s ,"['420', 'alamo', 'st', 's']",420, magik theater,alamo st s,alamo
129,the unofficial best texas,2019-01-04,22,C,94,Link,78205,"101 alamo pz san antonio, tx 782050",101 alamo pz ,"['101', 'alamo', 'pz']",101, unofficial best texas,alamo pz,alamo pz
130,united airlines club,2019-01-04,13,B,98,Link,78216,"9710 airport bv san antonio, tx 782160",9710 airport bv ,"['9710', 'airport', 'bv']",9710,united airlines club,airport bv,airport
131,valero corner store #2467 #,2019-01-04,26,C,97,Link,78221,"1503 military dr sw san antonio, tx 782211426",1503 military dr sw ,"['1503', 'military', 'dr', 'sw']",1503,valero corner store #2467 #,military dr sw,militaryw
132,arby's #8644,2019-01-14,25,C,100,Link,78223,"2246 military dr se san antonio, tx 78223",2246 military dr se ,"['2246', 'military', 'dr', 'se']",2246,arby's #8644,military dr se,militarye
133,baptist emergency hospital south,2019-01-14,36,D,100,Link,78224,"7719 ih 35 s san antonio, tx 78224",7719 ih 35 s ,"['7719', 'ih', '35', 's']",7719,baptist emergency hospital south,ih 35 s,ih 35
134,baskin robbins,2019-01-14,18,B,98,Link,78209,"6418 new brnfls n san antonio, tx 782093827",6418 new brnfls n ,"['6418', 'new', 'brnfls', 'n']",6418,bask robbins,new brnfls n,new brnfls
135,best western plus,2019-01-14,21,C,94,Link,78210,"333 roland ave san antonio, tx 78210",333 roland ave ,"['333', 'roland', 'ave']",333,best western plus,roland ave,rolande
136,big star food mart,2019-01-14,8,A,92,Link,78213,"2803 vance jackson san antonio, tx 782133430",2803 vance jackson ,"['2803', 'vance', 'jackson']",2803,big star food mart,vance jackson,vance jackson
137,bourbon street kitchen.,2019-01-14,3,A,97,Link,78257,"22015 ih 10 w san antonio, tx 78257",22015 ih 10 w ,"['22015', 'ih', '10', 'w']",22015,bourb street kitchen.,ih 10 w,ih 10
138,brookdale medical center whitby,2019-01-14,1,A,98,Link,78240,"5996 whitby rd san antonio, tx 782400",5996 whitby rd ,"['5996', 'whitby', 'rd']",5996,brookdale medical center whitby,whitby rd,whitby
139,brooks home for seniors,2019-01-14,16,B,98,Link,78218,"4139 briarglen dr san antonio, tx 782181521",4139 briarglen dr ,"['4139', 'briarglen', 'dr']",4139,brooks home for seniors,briarglen dr,briarglen
140,chick fil a,2019-01-14,31,D,100,Link,78228,"1 camino santa m san antonio, tx 782280",1 camino santa m ,"['1', 'camino', 'santa', 'm']",1,chick fil a,camino santa m,caminoanta m
141,chick-fil-a,2019-01-14,13,B,97,Link,78216,"27 loop 410 ne san antonio, tx 782165822",27 loop 410 ne ,"['27', 'loop', '410', 'ne']",27,chick-fil-a,loop 410 ne,loop 410e
142,circle k # 1835,2019-01-14,17,B,100,Link,78233,"12111 o connor rd san antonio, tx 78233",12111 o connor rd ,"['12111', 'o', 'connor', 'rd']",12111,circle k # 1835,o connor rd,o connor
143,cvs pharmacy #7551 #,2019-01-14,23,C,100,Link,78225,"2801 nogalitos st san antonio, tx 782251751",2801 nogalitos st ,"['2801', 'nogalitos', 'st']",2801,cvs pharmacy #7551 #,nogalitos st,nogalitos
144,dollar general # 18055,2019-01-14,21,C,100,Link,78222,"5327 new sulphur sp san antonio, tx 78222",5327 new sulphur sp ,"['5327', 'new', 'sulphur', 'sp']",5327,dollar general # 18055,new sulphur sp,newulphurp
145,dominos pizza #6580,2019-01-14,24,C,100,Link,78223,"103 goliad rd san antonio, tx 782231451",103 goliad rd ,"['103', 'goliad', 'rd']",103,dominos pizz #6580,goliad rd,goliad
146,el folklor bakery,2019-01-14,17,B,95,Link,78233,"5663 randolph blvd san antonio, tx 782330",5663 randolph blvd ,"['5663', 'randolph', 'blvd']",5663, folklor bakery,randolph blvd,randolph
147,el rodeo mexican grill,2019-01-14,3,A,92,Link,78249,"6565 babcock rd san antonio, tx 782492346",6565 babcock rd ,"['6565', 'babcock', 'rd']",6565, rodeo mexic grill,babcock rd,babcock
148,el sabrosito de jalisco,2019-01-14,17,B,93,Link,78233,"118 weidner rd n san antonio, tx 782336148",118 weidner rd n ,"['118', 'weidner', 'rd', 'n']",118, sabrosito  jalisco,weidner rd n,weidner
149,el tequila mexican restaurant,2019-01-14,32,D,91,Link,78227,"7628 marbach rd san antonio, tx 782271609",7628 marbach rd ,"['7628', 'marbach', 'rd']",7628, tequil mexic restaurant,marbach rd,marbach
150,embassy suites hotel #9567,2019-01-14,8,A,100,Link,78230,"7750 briaridge dr san antonio, tx 782304804",7750 briaridge dr ,"['7750', 'briaridge', 'dr']",7750,embassy suites hot #9567,briaridge dr,briaridge
151,empire theater,2019-01-14,22,C,98,Link,78205,"226 st marys n san antonio, tx 782052305",226 st marys n ,"['226', 'st', 'marys', 'n']",226,empire theater,st marys n,st marys
152,family dollar #28916,2019-01-14,6,A,100,Link,78240,"5523 babcock rd san antonio, tx 782400",5523 babcock rd ,"['5523', 'babcock', 'rd']",5523,family dollar #28916,babcock rd,babcock
153,firehouse subs,2019-01-14,25,C,97,Link,78223,"2611 military dr se san antonio, tx 782230",2611 military dr se ,"['2611', 'military', 'dr', 'se']",2611,firehouse subs,military dr se,militarye
154,flavour works catering,2019-01-14,16,B,94,Link,78218,"2515 austin hwy san antonio, tx 782182047",2515 austin hwy ,"['2515', 'austin', 'hwy']",2515,flavour works catering,austin hwy,austin hwy
155,freddy's frozen custard #,2019-01-14,36,D,98,Link,78224,"7707 ih 35 s san antonio, tx 782242731",7707 ih 35 s ,"['7707', 'ih', '35', 's']",7707,freddy's frozen custard #,ih 35 s,ih 35
156,golden chick restaurant,2019-01-14,24,C,96,Link,78223,"4315 gevers st s san antonio, tx 782230",4315 gevers st s ,"['4315', 'gevers', 'st', 's']",4315,golden chick restaurant,gevers st s,gevers
157,habachi buffet,2019-01-14,21,C,83,Link,78220,"2203 loop 410 se san antonio, tx 782200",2203 loop 410 se ,"['2203', 'loop', '410', 'se']",2203,habachi buffet,loop 410 se,loop 410e
158,heb south flores market #718,2019-01-14,27,C,98,Link,78204,"516 flores st s san antonio, tx 78204",516 flores st s ,"['516', 'flores', 'st', 's']",516,heb south flores market #718,flores st s,flores
159,hilton garden inn,2019-01-14,22,C,89,Link,78205,"408 houston st e san antonio, tx 78205",408 houston st e ,"['408', 'houston', 'st', 'e']",408,hilt garden inn,houston st e,houston
160,home 2 suites hilton san antonio airport,2019-01-14,13,B,90,Link,78216,"94 loop 410 ne san antonio, tx 782165801",94 loop 410 ne ,"['94', 'loop', '410', 'ne']",94,home 2 suites hilt s antonio airport,loop 410 ne,loop 410e
161,j prime steakhouse,2019-01-14,12,B,100,Link,78258,"1401 n fm 1604 w san antonio, tx 782580",1401 n fm 1604 w ,"['1401', 'n', 'fm', '1604', 'w']",1401,j prime steakhouse,n fm 1604 w,n fm 1604
162,jalisco taqueria,2019-01-14,5,A,93,Link,78250,"9080 guilbeau rd san antonio, tx 782502652",9080 guilbeau rd ,"['9080', 'guilbeau', 'rd']",9080,jalisco taqueria,guilbeau rd,guilbeau
163,janthonys seafood cafe,2019-01-14,33,D,92,Link,78238,"7210 loop 410 nw san antonio, tx 782380",7210 loop 410 nw ,"['7210', 'loop', '410', 'nw']",7210,janthonys seafood cafe,loop 410 nw,loop 410w
164,jimmy john's #3763,2019-01-14,8,A,91,Link,78230,"8015 callaghan rd san antonio, tx 782304718",8015 callaghan rd ,"['8015', 'callaghan', 'rd']",8015,jimmy john's #3763,callaghan rd,callaghan
165,jims cafe & coffee bar,2019-01-14,11,B,91,Link,78216,"842 loop 410 nw san antonio, tx 782165616",842 loop 410 nw ,"['842', 'loop', '410', 'nw']",842,jims cafe & coffee bar,loop 410 nw,loop 410w
166,kci hq,2019-01-14,3,A,100,Link,78249,"12930 ih 10 w san antonio, tx 782490",12930 ih 10 w ,"['12930', 'ih', '10', 'w']",12930,kci hq,ih 10 w,ih 10
167,kings palace chinese restaurant,2019-01-14,18,B,75,Link,78209,"3304 broadway san antonio, tx 782096511",3304 broadway ,"['3304', 'broadway']",3304,kings palace chinese restaurant,broadway,broadway
168,la playa mexican restaurant,2019-01-14,34,D,95,Link,78228,"3201 poplar st w san antonio, tx 782286427",3201 poplar st w ,"['3201', 'poplar', 'st', 'w']",3201,l play mexic restaurant,poplar st w,poplar
169,las palapas,2019-01-14,1,A,93,Link,78240,"5530 babcock rd san antonio, tx 782400",5530 babcock rd ,"['5530', 'babcock', 'rd']",5530, palapas,babcock rd,babcock
170,las palapas,2019-01-14,8,A,93,Link,78230,"8005 callaghan rd san antonio, tx 782304718",8005 callaghan rd ,"['8005', 'callaghan', 'rd']",8005, palapas,callaghan rd,callaghan
171,little woodrows,2019-01-14,6,A,95,Link,78229,"2535 babcock rd san antonio, tx 782290",2535 babcock rd ,"['2535', 'babcock', 'rd']",2535,little woodrows,babcock rd,babcock
172,long john silvers #31706,2019-01-14,26,C,95,Link,78214,"183 military dr sw san antonio, tx 782141613",183 military dr sw ,"['183', 'military', 'dr', 'sw']",183,long john silvers #31706,military dr sw,militaryw
173,longhorn steakhouse #5360,2019-01-14,3,A,100,Link,78256,"5803 n fm 1604 w san antonio, tx 782560",5803 n fm 1604 w ,"['5803', 'n', 'fm', '1604', 'w']",5803,longhorn steakhouse #5360,n fm 1604 w,n fm 1604
174,magic food mart,2019-01-14,7,A,95,Link,78229,"5100 fredsbg rd san antonio, tx 782290",5100 fredsbg rd ,"['5100', 'fredsbg', 'rd']",5100,magic food mart,fredsbg rd,fredsbg
175,mariscos kora,2019-01-14,16,B,95,Link,78218,"2367 austin hwy san antonio, tx 782181982",2367 austin hwy ,"['2367', 'austin', 'hwy']",2367,mariscos kora,austin hwy,austin hwy
176,marthas mexican rest,2019-01-14,1,A,85,Link,78240,"5822 babcock rd san antonio, tx 782402134",5822 babcock rd ,"['5822', 'babcock', 'rd']",5822,marthas mexic rest,babcock rd,babcock
177,maya cafe,2019-01-14,33,D,95,Link,78238,"6050 ingram rd san antonio, tx 782384402",6050 ingram rd ,"['6050', 'ingram', 'rd']",6050,may cafe,ingram rd,ingram
178,mcdonalds # 12673,2019-01-14,4,A,95,Link,78249,"5235 de zavala rd san antonio, tx 782490",5235 de zavala rd ,"['5235', 'de', 'zavala', 'rd']",5235,mcdonalds # 12673,de zavala rd,de zavala
179,mcdonalds #14073 #,2019-01-14,16,B,94,Link,78217,"8631 broadway san antonio, tx 782176315",8631 broadway ,"['8631', 'broadway']",8631,mcdonalds #14073 #,broadway,broadway
180,murphy express,2019-01-14,15,B,100,Link,78217,"12007 perrin beitel san antonio, tx 78217",12007 perrin beitel ,"['12007', 'perrin', 'beitel']",12007,murphy express,perrin beitel,perrin beitel
181,mustafa asian & middle eastern grocery,2019-01-14,7,A,90,Link,78229,"4081 medical dr san antonio, tx 782292155",4081 medical dr ,"['4081', 'medical', 'dr']",4081,mustaf asi & middle eastern grocery,medical dr,medical
182,nama ramen & sushiya,2019-01-14,3,A,94,Link,78249,"6565 babcock rd san antonio, tx 782492346",6565 babcock rd ,"['6565', 'babcock', 'rd']",6565,nam ramen & sushiya,babcock rd,babcock
183,original cadillac bar,2019-01-14,27,C,89,Link,78204,"212 flores st s san antonio, tx 782041011",212 flores st s ,"['212', 'flores', 'st', 's']",212,original cadillac bar,flores st s,flores
184,paciugo italian gelato & caffe,2019-01-14,11,B,99,Link,78209,"999 basse e san antonio, tx 78209",999 basse e ,"['999', 'basse', 'e']",999,paciugo itali gelato & caffe,basse e,basse
185,pasha mediterranean grill,2019-01-14,12,B,100,Link,78258,"1207 n fm 1604 w san antonio, tx 782580",1207 n fm 1604 w ,"['1207', 'n', 'fm', '1604', 'w']",1207,pash mediterrane grill,n fm 1604 w,n fm 1604
186,pho place,2019-01-14,12,B,97,Link,78248,"1160 n 1604 w san antonio, tx 78248",1160 n 1604 w ,"['1160', 'n', '1604', 'w']",1160,pho place,n 1604 w,n 1604
187,pizzaritas,2019-01-14,22,C,91,Link,78205,"245 commerce st e san antonio, tx 782052923",245 commerce st e ,"['245', 'commerce', 'st', 'e']",245,pizzaritas,commerce st e,commerce
188,pompeii italian grill,2019-01-14,14,B,88,Link,78247,"16109 nacogdoches rd san antonio, tx 782470",16109 nacogdoches rd ,"['16109', 'nacogdoches', 'rd']",16109,pompeii itali grill,nacogdoches rd,nacogdoches
189,popeyes chicken & biscuits,2019-01-14,24,C,95,Link,78210,"529 fair av san antonio, tx 782100",529 fair av ,"['529', 'fair', 'av']",529,popeyes chicken & biscuits,fair av,fair
190,racer classic carwash,2019-01-14,4,A,95,Link,78257,"18403 rim dr san antonio, tx 782570",18403 rim dr ,"['18403', 'rim', 'dr']",18403,racer classic carwash,rim dr,rim
191,ricks cabaret san antonio,2019-01-14,17,B,88,Link,78233,"5418 brewster st san antonio, tx 782335724",5418 brewster st ,"['5418', 'brewster', 'st']",5418,ricks cabaret s antonio,brewster st,brewster
192,shop n save #08 attn: m chugthai,2019-01-14,34,D,100,Link,78228,"311 st cloud rd san antonio, tx 782285011",311 st cloud rd ,"['311', 'st', 'cloud', 'rd']",311,shop n save #08 attn: m chugthai,st cloud rd,st cloud
193,snooze am eatery,2019-01-14,12,B,100,Link,78258,"1305 n fm 1604 w san antonio, tx 782580",1305 n fm 1604 w ,"['1305', 'n', 'fm', '1604', 'w']",1305,snooze am eatery,n fm 1604 w,n fm 1604
194,sonic #3532,2019-01-14,14,B,94,Link,78247,"16401 nacogdoches rd san antonio, tx 782470",16401 nacogdoches rd ,"['16401', 'nacogdoches', 'rd']",16401,sonic #3532,nacogdoches rd,nacogdoches
195,st marys univ cafeteria,2019-01-14,31,D,97,Link,78228,"1 camino santa m san antonio, tx 782280",1 camino santa m ,"['1', 'camino', 'santa', 'm']",1,st marys univ cafeteria,camino santa m,caminoanta m
196,starbucks,2019-01-14,31,D,100,Link,78228,"1 camino santa m san antonio, tx 782280",1 camino santa m ,"['1', 'camino', 'santa', 'm']",1,starbucks,camino santa m,caminoanta m
197,starbucks coffee #14717,2019-01-14,26,C,99,Link,78221,"1935 military dr sw san antonio, tx 782211434",1935 military dr sw ,"['1935', 'military', 'dr', 'sw']",1935,starbucks coffee #14717,military dr sw,militaryw
198,starbucks coffee #15287,2019-01-14,22,C,94,Link,78205,"200 houston st e san antonio, tx 782051815",200 houston st e ,"['200', 'houston', 'st', 'e']",200,starbucks coffee #15287,houston st e,houston
199,subway/java city,2019-01-14,31,D,100,Link,78228,"1 camino santa m san antonio, tx 782280",1 camino santa m ,"['1', 'camino', 'santa', 'm']",1,subway/jav city,camino santa m,caminoanta m
200,sushiya,2019-01-14,27,C,97,Link,78204,"516 flores st s san antonio, tx 78204",516 flores st s ,"['516', 'flores', 'st', 's']",516,sushiya,flores st s,flores
201,taco cabana #112 #,2019-01-14,11,B,92,Link,78216,"7339 san pedro av san antonio, tx 782166225",7339 san pedro av ,"['7339', 'san', 'pedro', 'av']",7339,taco caban #112 #,san pedro av,san pedro
202,taco palenque,2019-01-14,16,B,78,Link,78209,"1002 loop 410 ne san antonio, tx 782091217",1002 loop 410 ne ,"['1002', 'loop', '410', 'ne']",1002,taco palenque,loop 410 ne,loop 410e
203,taqueria anahuac,2019-01-14,32,D,94,Link,78211,"3735 military dr sw san antonio, tx 782113514",3735 military dr sw ,"['3735', 'military', 'dr', 'sw']",3735,taqueri anahuac,military dr sw,militaryw
204,the barbecue station,2019-01-14,16,B,85,Link,78209,"1610 loop 410 ne san antonio, tx 782091606",1610 loop 410 ne ,"['1610', 'loop', '410', 'ne']",1610, barbecue station,loop 410 ne,loop 410e
205,the grill at leon springs,2019-01-14,4,A,87,Link,78257,"24116 ih 10 w san antonio, tx 782570",24116 ih 10 w ,"['24116', 'ih', '10', 'w']",24116, grill at le springs,ih 10 w,ih 10
206,the guenther house,2019-01-14,27,C,92,Link,78204,"205 guenther st e san antonio, tx 782041404",205 guenther st e ,"['205', 'guenther', 'st', 'e']",205, guenther house,guenther st e,guenther
207,the republic golf club,2019-01-14,25,C,95,Link,78223,"4226 military dr se san antonio, tx 782230",4226 military dr se ,"['4226', 'military', 'dr', 'se']",4226, republic golf club,military dr se,militarye
208,twin sisters bakery,2019-01-14,18,B,91,Link,78209,"6322 new brnfls n san antonio, tx 782093826",6322 new brnfls n ,"['6322', 'new', 'brnfls', 'n']",6322,tw sisters bakery,new brnfls n,new brnfls
209,uncle barneys hungry farmer,2019-01-14,26,C,91,Link,78224,"7015 ih 35 s san antonio, tx 782243732",7015 ih 35 s ,"['7015', 'ih', '35', 's']",7015,uncle barneys hungry farmer,ih 35 s,ih 35
210,valero corner store #1034 #,2019-01-14,14,B,96,Link,78247,"16403 nacogdoches rd san antonio, tx 782471008",16403 nacogdoches rd ,"['16403', 'nacogdoches', 'rd']",16403,valero corner store #1034 #,nacogdoches rd,nacogdoches
211,valero corner store #2292,2019-01-14,24,C,100,Link,78222,"3151 w w white rd s san antonio, tx 782224825",3151 w w white rd s ,"['3151', 'w', 'w', 'white', 'rd', 's']",3151,valero corner store #2292,w w white rd s,white
212,valero corner store #252 #,2019-01-14,8,A,100,Link,78230,"4327 vance jackson san antonio, tx 782305320",4327 vance jackson ,"['4327', 'vance', 'jackson']",4327,valero corner store #252 #,vance jackson,vance jackson
213,vallarta grill & bar,2019-01-14,33,D,92,Link,78238,"6810 loop 410 nw san antonio, tx 782380",6810 loop 410 nw ,"['6810', 'loop', '410', 'nw']",6810,vallart grill & bar,loop 410 nw,loop 410w
214,zoe's kitchen,2019-01-14,11,B,97,Link,78209,"999 basse e san antonio, tx 78209",999 basse e ,"['999', 'basse', 'e']",999,zoe's kitchen,basse e,basse
215,54th street bar and grill,2019-01-15,14,B,98,Link,78259,"22902 us 281 n san antonio, tx 782590",22902 us 281 n ,"['22902', 'us', '281', 'n']",22902,54th street bar and grill,us 281 n,us 281
216,77t's,2019-01-15,22,C,93,Link,78205,"207 alamo pz san antonio, tx 782050",207 alamo pz ,"['207', 'alamo', 'pz']",207,77t's,alamo pz,alamo pz
217,alamo city golf trail,2019-01-15,15,B,96,Link,78217,"13202 scarsdale dr san antonio, tx 782171743",13202 scarsdale dr ,"['13202', 'scarsdale', 'dr']",13202,alamo city golf trail,scarsdale dr,scarsdale
218,b & d ice house,2019-01-15,27,C,93,Link,78204,"1004 alamo st s san antonio, tx 782040",1004 alamo st s ,"['1004', 'alamo', 'st', 's']",1004,b & d ice house,alamo st s,alamo
219,bar louie,2019-01-15,14,B,97,Link,78259,"22610 us 281 n san antonio, tx 782590",22610 us 281 n ,"['22610', 'us', '281', 'n']",22610,bar louie,us 281 n,us 281
220,bayseas,2019-01-15,21,C,90,Link,78219,"217 w w white rd s san antonio, tx 782190",217 w w white rd s ,"['217', 'w', 'w', 'white', 'rd', 's']",217,bayseas,w w white rd s,white
221,bobbies cafe,2019-01-15,25,C,91,Link,78221,"6728 flores st s san antonio, tx 78221",6728 flores st s ,"['6728', 'flores', 'st', 's']",6728,bobbies cafe,flores st s,flores
222,bombay bicycle club,2019-01-15,18,B,97,Link,78212,"3506 st marys n san antonio, tx 782123111",3506 st marys n ,"['3506', 'st', 'marys', 'n']",3506,bombay bicycle club,st marys n,st marys
223,buddy v's restaurant,2019-01-15,3,A,93,Link,78256,"15900 la cantera parkway san antonio, tx 78256",15900 la cantera parkway ,"['15900', 'la', 'cantera', 'parkway']",15900,buddy v's restaurant,la cantera parkway,la cantera parkway
224,budget lodge,2019-01-15,16,B,84,Link,78217,"2635 loop 410 ne san antonio, tx 782175608",2635 loop 410 ne ,"['2635', 'loop', '410', 'ne']",2635,budget lodge,loop 410 ne,loop 410e
225,churchs chicken # 893,2019-01-15,33,D,94,Link,78227,"7919 marbach rd san antonio, tx 782271613",7919 marbach rd ,"['7919', 'marbach', 'rd']",7919,churchs chicken # 893,marbach rd,marbach
226,congers smoke shack,2019-01-15,18,B,96,Link,78209,"3714 broadway san antonio, tx 782096518",3714 broadway ,"['3714', 'broadway']",3714,congers smoke shack,broadway,broadway
227,dairy queen #286,2019-01-15,24,C,92,Link,78223,"600 fair av san antonio, tx 782231304",600 fair av ,"['600', 'fair', 'av']",600,dairy queen #286,fair av,fair
228,danny's cocina mexicana,2019-01-15,1,A,92,Link,78227,"6031 callaghan rd san antonio, tx 782271115",6031 callaghan rd ,"['6031', 'callaghan', 'rd']",6031,danny's cocin mexicana,callaghan rd,callaghan
229,denny's #8148,2019-01-15,33,D,90,Link,78238,"6854 ingram rd san antonio, tx 782384120",6854 ingram rd ,"['6854', 'ingram', 'rd']",6854,denny's #8148,ingram rd,ingram
230,dominos pizza #6706,2019-01-15,33,D,93,Link,78227,"7315 marbach rd san antonio, tx 782271917",7315 marbach rd ,"['7315', 'marbach', 'rd']",7315,dominos pizz #6706,marbach rd,marbach
231,el nuevo milenio cafe,2019-01-15,32,D,86,Link,78211,"7150 new laredo hwy san antonio, tx 782113649",7150 new laredo hwy ,"['7150', 'new', 'laredo', 'hwy']",7150, nuevo milenio cafe,new laredo hwy,new laredo hwy
232,family dollar #31196,2019-01-15,17,B,100,Link,78218,"5202 eisenhauer rd san antonio, tx 782180",5202 eisenhauer rd ,"['5202', 'eisenhauer', 'rd']",5202,family dollar #31196,eisenhauer rd,eisenhauer
